linkedin_profile_1, "Information Security,Python,Programming,Data Visualization,Ruby,Consulting,Data Mining,Hadoop,Big Data,Enterprise Risk,Presenter,ElasticSearch,iPython Notebook,Ethical Hacker,Criminal Investigations,Cybercrime,Program Management"
linkedin_profile_2, "jQuery,Git,Python,JavaScript,HTML,CSS,Subversion,Unix,AJAX,Prototype,Vim"
linkedin_profile_3, "Social Media,Web Content Management,Metadata,Staff Training,Research,Information Management,Content Development,Communications Planning,Strategic Communications,Taxonomy Development,Controlled Vocabularies,Critical Thinking,Data Analysis,SharePoint,Taxonomy,Creative Problem Solving,Information Architecture,Stakeholder Engagement,Requirements Gathering,Content Strategy,User-centered Design,SEO"
linkedin_profile_4, "Business Analysis,Data Analysis,Research,Stakeholder Engagement,Social Media,Web Analytics,Technical Writing,Corporate Training,Wordpress,Community Outreach,Quantitative Research,Qualitative Research,Report Writing,HTML,CSS,Editing,SEO,Team Management,Writing,Change Management,Critical Thinking,Development delivery,Communication Skills,Project Management,Web Content Management"
linkedin_profile_5, "Account Management,Social Media Marketing,Customer Service,Team Leadership,Online Advertising,Strategic Planning,Program Management,Microsoft Office,Customer Retention,Salesforce.com,Brand Management,Customer Presentations,Small Business Online...,Account Retention,Corporate Communications,Social Networking,Branding Consultation,Forecasting,Supply Chain Operations,CRM software,SEO,Search Marketing,Coaching,Media Relations,Data Analysis,Budget Management,Contract Negotiation,Data Collection,Music Production,Audio Technology,Audio Engineering"
